geneId,label,H100,H080,H050,H030,H020,H010,H007,H005,H003,H000_adapt,H005_adapt,H010_adapt,H020_adapt,H030_adapt,H040_adapt,H050_adapt,H060_adapt,H070_adapt,H080_adapt,H090_adapt,H095_adapt
WBGene00000051,0,58.5,106.5,176.5,205.0,235.0,272.5,324.5,367.5,435.5,459.0,457.5,420.0,198.0,124.0,15.0,2.0,1.5,1.0,1.0,0.5,0.5
WBGene00000053,0,14.0,34.0,170.0,205.0,237.0,267.0,290.0,356.0,421.0,452.0,451.0,429.0,206.0,66.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0
WBGene00000054,0,24.0,40.0,181.0,215.0,249.0,313.0,377.0,464.0,504.0,557.0,556.0,507.0,211.0,95.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0
WBGene00000057,0,3.0,3.0,123.0,227.0,258.0,299.0,361.0,445.0,504.0,521.0,520.0,486.0,163.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00000060,0,4.0,86.0,191.5,232.5,261.0,407.5,492.0,506.0,507.0,574.0,571.5,498.5,184.5,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
WBGene00000061,0,3.0,3.0,4.0,170.0,243.0,355.0,464.0,501.0,504.0,562.0,561.0,542.0,96.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0
WBGene00000062,0,5.0,6.5,20.0,194.0,237.0,310.0,358.0,414.0,489.5,516.5,515.5,479.0,141.0,10.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0
WBGene00000068,0,8.0,13.0,39.0,133.0,339.0,943.0,1078.0,1117.0,1137.0,794.0,616.0,410.0,58.0,21.0,5.0,3.0,2.0,2.0,1.0,1.0,1.0
WBGene00000069,0,2.0,3.0,78.0,114.0,268.0,925.0,1076.0,1122.0,1141.0,765.0,609.0,419.0,74.0,28.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
WBGene00000070,0,1.0,2.0,5.0,20.0,28.0,89.0,153.0,241.0,355.0,327.0,175.0,71.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
WBGene00000074,0,7.0,21.0,103.0,126.0,142.0,156.5,189.5,215.0,233.0,241.0,225.0,158.5,50.5,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
WBGene00000075,0,4.0,11.0,14.0,22.0,27.0,54.0,74.0,109.0,139.0,154.0,148.0,72.0,15.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
WBGene00000080,0,1.0,1.0,15.0,18.0,35.0,53.0,65.0,75.0,86.0,82.0,81.0,74.0,27.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
WBGene00000082,0,5.0,5.0,16.0,103.0,238.0,603.0,759.0,905.0,1123.0,331.0,289.0,213.0,170.0,121.0,79.0,52.0,33.0,16.0,4.0,0.0,0.0
WBGene00000085,0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,6.0,9.0,12.0,11.0,10.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
WBGene00000090,0,11.5,17.5,30.5,50.0,65.0,113.5,135.5,154.5,181.0,181.5,120.0,60.0,16.5,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0
WBGene00000094,0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00000097,0,2.0,2.0,2.0,20.0,25.0,51.0,60.0,66.0,66.0,71.0,70.0,67.0,39.0,11.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
WBGene00000108,0,500.0,501.0,501.0,501.0,502.0,502.0,502.0,502.0,502.0,5001.0,5000.0,5000.0,4695.0,3197.0,796.0,164.0,11.0,1.0,0.0,0.0,0.0
WBGene00000109,0,500.0,500.0,500.0,501.0,501.0,501.0,501.0,501.0,501.0,5001.0,5000.0,4994.0,3604.0,188.0,21.0,20.0,5.0,3.0,3.0,3.0,3.0
WBGene00000111,0,198.0,336.0,384.0,500.0,502.0,502.0,502.0,502.0,502.0,5001.0,5000.0,4921.0,4213.0,367.0,107.0,2.0,2.0,2.0,1.0,1.0,1.0
WBGene00000113,0,250.5,251.0,389.5,500.0,500.0,500.0,500.0,500.0,500.0,5001.0,5000.0,4909.5,2967.5,1484.0,217.0,2.0,0.5,0.5,0.5,0.0,0.0
WBGene00000115,0,126.0,139.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,5001.0,5000.0,5000.0,4303.0,247.0,126.0,54.0,4.0,1.0,1.0,1.0,1.0
WBGene00000116,0,270.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,5001.0,5000.0,4999.0,4653.0,2074.0,36.0,2.0,2.0,2.0,2.0,1.0,1.0
WBGene00000120,0,0.0,5.0,5.0,10.0,11.0,22.0,28.0,35.0,47.0,78.0,77.0,47.0,25.0,10.0,9.0,6.0,5.0,0.0,0.0,0.0,0.0
WBGene00000121,0,2.0,2.0,4.0,10.0,10.0,17.0,26.0,37.0,42.0,50.0,49.0,44.0,24.0,12.0,10.0,7.0,2.0,1.0,0.0,0.0,0.0
WBGene00000133,0,6.0,13.0,173.0,402.0,500.0,500.0,500.0,500.0,500.0,818.0,817.0,816.0,758.0,125.0,4.0,3.0,3.0,1.0,1.0,1.0,0.0
WBGene00000134,0,6.0,13.0,60.0,275.0,500.0,500.0,500.0,500.0,500.0,854.0,853.0,840.0,721.0,27.0,5.0,3.0,3.0,3.0,2.0,1.0,1.0
WBGene00000136,0,6.0,10.0,155.0,460.0,500.0,500.0,500.0,500.0,500.0,818.0,817.0,815.0,762.0,74.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0
WBGene00000137,0,6.0,7.0,9.0,40.0,70.0,153.0,189.0,212.0,258.0,283.0,233.0,197.0,23.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
WBGene00000138,0,1.0,1.0,1.0,1.0,1.0,16.0,44.0,67.0,111.0,174.0,114.0,62.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
WBGene00000144,0,0.0,1.0,1.0,4.0,14.0,39.5,53.5,54.0,54.0,55.0,54.0,54.0,33.0,1.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0
WBGene00000150,0,103.0,117.0,156.0,186.0,203.0,218.0,226.0,228.0,249.0,266.0,263.0,224.0,199.0,141.0,95.0,61.0,39.0,13.0,2.0,2.0,2.0
WBGene00000151,0,2.0,75.0,126.0,246.0,258.0,267.0,287.0,290.0,301.0,302.0,301.0,301.0,262.0,106.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000155,0,168.0,255.0,266.0,280.0,283.0,502.0,502.0,502.0,504.0,889.0,888.0,837.0,296.0,265.0,14.0,3.0,3.0,2.0,1.0,1.0,1.0
WBGene00000157,0,0.0,6.0,35.0,114.0,155.0,180.0,180.0,181.0,183.0,193.0,192.0,182.0,179.0,155.0,99.0,33.0,26.0,8.0,7.0,5.0,2.0
WBGene00000161,0,55.0,56.0,105.0,164.0,184.0,257.0,285.0,321.0,342.0,333.0,326.0,307.0,88.0,45.0,38.0,22.0,21.0,4.0,2.0,2.0,2.0
WBGene00000164,0,26.0,27.0,103.0,175.0,198.0,215.0,220.0,220.0,222.0,221.0,220.0,220.0,198.0,48.0,21.0,19.0,17.0,2.0,2.0,2.0,1.0
WBGene00000166,0,2.0,2.0,2.0,6.0,13.0,17.0,18.0,19.0,21.0,27.0,26.0,20.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
WBGene00000171,0,3.0,3.0,42.0,136.0,275.0,449.0,501.0,501.0,501.0,821.0,820.0,818.0,649.0,66.0,4.0,3.0,3.0,2.0,1.0,1.0,0.0
WBGene00000172,0,2.0,2.0,5.0,45.0,244.0,500.0,500.0,500.0,500.0,918.0,917.0,915.0,817.0,122.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0
WBGene00000173,0,1.0,1.0,3.0,5.0,15.0,160.0,336.0,501.0,502.0,737.0,736.0,717.0,565.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
WBGene00000175,0,3.0,7.0,45.0,181.0,349.0,500.0,500.0,500.0,500.0,881.0,880.0,878.0,815.0,189.0,12.0,3.0,2.0,2.0,2.0,2.0,1.0
WBGene00000178,0,1.0,1.0,1.0,2.0,5.0,12.0,16.0,17.0,19.0,22.0,21.0,20.0,19.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
WBGene00000179,0,2.0,2.0,2.0,3.0,5.0,7.0,8.0,10.0,12.0,13.0,12.0,12.0,9.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
WBGene00000181,0,3.0,14.5,118.5,171.0,357.5,381.0,451.5,500.0,500.0,3421.5,3420.0,3416.5,2600.0,1114.5,118.5,29.0,2.5,1.0,1.0,1.0,1.0
WBGene00000184,0,14.0,98.0,235.0,401.0,500.0,500.0,500.0,500.0,500.0,1983.0,1970.0,1940.0,867.0,474.0,290.0,178.0,102.0,22.0,11.0,1.0,0.0
WBGene00000188,0,1.0,4.0,44.0,361.0,500.0,500.0,500.0,500.0,500.0,1546.0,1535.0,1469.0,821.0,438.0,233.0,20.0,4.0,0.0,0.0,0.0,0.0
WBGene00000189,0,1.0,1.0,136.0,334.0,497.0,500.0,500.0,500.0,500.0,1457.0,1452.0,1434.0,803.0,411.0,217.0,19.0,1.0,1.0,1.0,1.0,0.0
WBGene00000190,0,1.0,1.0,215.0,380.0,500.0,500.0,500.0,500.0,500.0,1416.0,1412.0,1354.0,741.0,487.0,272.0,146.0,25.0,1.0,0.0,0.0,0.0
WBGene00000193,0,2.0,2.0,14.0,229.0,440.0,500.0,500.0,500.0,500.0,1236.0,1232.0,1221.0,781.0,307.0,51.0,2.0,2.0,2.0,2.0,1.0,1.0
WBGene00000195,0,37.0,47.0,47.0,49.0,49.0,50.0,50.0,51.0,51.0,53.0,52.0,50.0,49.0,48.0,46.0,21.0,2.0,1.0,1.0,1.0,1.0
WBGene00000201,0,27.0,44.0,48.0,53.0,55.0,57.0,57.0,58.0,99.0,116.5,111.5,89.5,58.5,49.0,36.5,13.5,3.0,2.0,2.0,2.0,2.0
WBGene00000205,0,1.0,1.0,3.0,6.0,19.0,29.0,39.0,41.0,44.0,46.0,45.0,45.0,45.0,26.0,8.0,4.0,1.0,1.0,1.0,0.0,0.0
WBGene00000207,0,4.0,4.0,5.0,5.0,5.0,11.0,15.0,17.0,17.0,18.0,17.0,17.0,10.0,5.0,5.0,4.0,4.0,4.0,2.0,2.0,1.0
WBGene00000210,0,0.0,1.0,2.0,3.0,4.0,14.0,19.0,22.0,23.0,24.0,23.0,23.0,22.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0
WBGene00000216,0,24.0,53.0,125.0,173.0,221.0,324.0,361.0,380.0,415.0,413.0,412.0,398.0,312.0,127.0,27.0,1.0,1.0,1.0,1.0,1.0,0.0
WBGene00000217,0,40.0,95.0,143.0,195.0,239.0,347.0,371.0,390.0,412.0,401.0,400.0,395.0,298.0,124.0,43.0,7.0,2.0,2.0,2.0,2.0,1.0
WBGene00000218,0,15.0,18.0,50.0,154.0,200.0,280.0,324.0,357.0,390.0,396.0,395.0,376.0,289.0,82.0,19.0,8.0,6.0,5.0,2.0,1.0,1.0
WBGene00000219,0,16.0,19.0,55.0,154.0,184.0,277.0,318.0,343.0,383.0,386.0,385.0,369.0,280.0,87.0,19.0,11.0,6.0,2.0,2.0,2.0,1.0
WBGene00000220,0,2.0,2.0,2.0,2.0,2.0,12.0,18.0,21.0,53.0,71.0,69.0,36.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
WBGene00000221,0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,12.0,24.0,30.0,29.0,18.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
WBGene00000222,0,2.0,2.0,2.0,2.0,2.0,4.0,8.0,8.0,9.0,11.0,10.0,9.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
WBGene00000225,0,4.0,6.0,10.0,347.0,500.0,500.0,500.0,500.0,500.0,1238.0,1206.0,1084.0,574.0,6.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0
WBGene00000236,0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,6.0,7.0,6.0,6.0,4.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
WBGene00000238,0,3.0,4.0,4.0,24.0,26.0,27.0,28.0,28.0,29.0,30.0,29.0,28.0,8.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
WBGene00000242,0,8.0,13.0,16.0,21.0,21.0,24.0,25.0,27.0,27.0,28.0,27.0,24.0,21.0,8.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0
WBGene00000244,0,21.0,24.0,26.0,27.0,27.0,60.0,149.0,320.0,644.0,670.0,623.0,357.0,145.0,51.0,20.0,4.0,2.0,2.0,2.0,1.0,1.0
WBGene00000247,0,1.5,2.0,4.0,11.0,17.0,25.0,25.5,28.0,33.5,35.0,34.0,33.0,21.5,4.0,3.0,1.5,1.5,1.5,1.5,0.5,0.5
WBGene00000248,0,372.0,427.0,460.0,488.0,501.0,501.0,501.0,502.0,502.0,533.0,532.0,522.0,498.0,444.0,288.0,213.0,199.0,189.0,135.0,16.0,0.0
WBGene00000249,0,0.0,0.0,0.0,3.0,3.0,6.0,17.0,25.0,36.0,52.0,49.0,37.0,24.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000250,0,0.0,1.0,1.0,1.0,4.0,10.0,25.0,51.0,79.0,67.0,62.0,51.0,26.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000251,0,1.0,1.0,1.0,1.0,20.0,135.0,300.0,541.0,847.0,516.0,477.0,338.0,108.0,60.0,28.0,13.0,6.0,3.0,1.0,0.0,0.0
WBGene00000252,0,1.0,3.0,19.0,51.0,90.0,433.0,803.0,1135.0,1444.0,703.0,692.0,652.0,559.0,410.0,232.0,143.0,87.0,67.0,47.0,23.0,20.0
WBGene00000255,0,2.0,2.0,2.0,3.0,3.0,6.0,10.0,12.0,17.0,18.0,15.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0
WBGene00000262,0,1.0,1.0,10.0,11.0,19.0,29.0,29.0,29.0,30.0,35.0,29.0,20.0,12.0,9.0,9.0,6.0,2.0,1.0,1.0,1.0,1.0
WBGene00000265,0,2.0,2.0,2.0,2.0,4.0,18.0,71.0,285.0,827.0,1403.0,1113.0,405.0,96.0,23.0,8.0,4.0,3.0,2.0,1.0,1.0,1.0
WBGene00000268,0,8.0,8.0,8.0,10.0,11.0,12.0,12.0,13.0,14.0,17.0,16.0,14.0,8.0,8.0,8.0,8.0,2.0,1.0,1.0,1.0,1.0
WBGene00000271,0,8.0,10.0,33.5,50.0,56.0,88.0,116.0,137.0,158.0,165.0,164.0,139.5,24.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
WBGene00000274,0,30.0,34.0,500.0,500.0,500.0,500.0,507.0,516.0,522.0,1698.0,1463.0,1044.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
WBGene00000277,0,1.0,1.0,1.0,2.0,2.0,8.0,11.0,11.0,11.0,12.0,11.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
WBGene00000279,0,1.0,1.0,7.0,49.5,94.5,182.5,205.0,226.0,242.5,249.5,245.5,236.0,176.0,23.5,2.0,1.0,1.0,1.0,0.5,0.0,0.0
WBGene00000280,0,3.0,3.0,9.0,54.0,92.0,170.0,212.0,228.0,240.0,250.0,245.0,236.0,165.0,10.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0
WBGene00000281,0,1.0,3.0,3.0,78.0,172.0,249.0,274.0,285.0,290.0,293.0,292.0,279.0,257.0,110.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0
WBGene00000285,0,1.0,3.0,60.0,163.0,392.5,562.0,645.0,719.5,796.5,1626.0,1570.0,1403.0,932.5,470.5,277.5,156.5,95.0,48.5,9.5,2.0,1.0
WBGene00000296,0,47.0,54.0,63.0,116.0,151.0,202.0,210.0,210.0,210.0,210.0,209.0,209.0,71.0,51.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0
WBGene00000298,0,3.0,34.0,289.0,440.0,506.0,506.0,506.0,506.0,506.0,509.0,508.0,508.0,501.0,439.0,251.0,58.0,3.0,1.0,1.0,1.0,0.0
WBGene00000301,0,1.0,2.0,2.0,2.0,5.5,37.5,42.5,43.5,45.0,46.0,45.0,45.0,29.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0
WBGene00000368,0,38.0,39.0,39.0,39.0,40.0,41.0,41.0,45.0,59.0,69.0,68.0,63.0,40.0,39.0,36.0,6.0,3.0,3.0,2.0,2.0,2.0
WBGene00000369,0,3.0,19.0,64.0,76.0,79.0,79.0,79.0,79.0,79.0,80.0,79.0,79.0,76.0,62.0,20.0,3.0,2.0,1.0,1.0,0.0,0.0
WBGene00000373,0,10.0,38.0,271.0,354.0,503.0,504.0,504.0,504.0,505.0,2757.0,2754.0,2229.0,1070.0,171.0,11.0,10.0,10.0,7.0,2.0,1.0,1.0
WBGene00000375,0,1.0,1.0,10.0,54.0,109.0,500.0,500.0,500.0,500.0,2954.0,2947.0,2048.0,474.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
WBGene00000382,0,2.0,2.0,3.0,20.0,57.0,102.0,120.0,133.0,149.0,161.0,158.0,145.0,18.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
WBGene00000386,0,1.0,1.0,1.0,5.0,40.0,75.0,79.0,79.0,80.0,81.0,80.0,48.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
WBGene00000388,0,0.0,0.0,1.0,5.0,45.0,77.0,81.0,81.0,82.0,86.0,85.0,79.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000389,0,1.0,1.0,1.0,3.0,29.0,73.0,79.0,80.0,83.0,86.0,85.0,80.0,9.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
WBGene00000392,0,1.0,2.0,5.0,79.0,274.0,375.0,394.0,418.0,453.0,475.0,474.0,473.0,407.0,334.0,57.0,2.0,2.0,2.0,2.0,1.0,1.0
WBGene00000395,0,1.0,2.0,38.0,348.0,1061.0,2869.0,3642.0,4332.0,5041.0,550.0,508.0,483.0,436.0,402.0,312.0,138.0,51.0,36.0,31.0,28.0,23.0
WBGene00000399,0,2.0,2.0,3.0,3.0,8.0,382.0,708.0,984.0,1300.0,482.0,446.0,369.0,119.0,37.0,20.0,4.0,2.0,2.0,1.0,1.0,1.0
WBGene00000401,0,1.0,1.0,1.0,3.0,8.0,240.0,633.0,950.0,1284.0,476.0,460.0,377.0,236.0,69.0,26.0,8.0,1.0,1.0,1.0,1.0,0.0
WBGene00000402,0,4.0,4.0,5.0,5.0,62.0,768.0,1140.0,1334.0,1507.0,502.0,476.0,404.0,222.0,38.0,18.0,8.0,2.0,0.0,0.0,0.0,0.0
WBGene00000407,0,103.0,198.0,500.0,500.0,500.0,500.0,500.0,501.0,501.0,5001.0,4990.0,4685.0,2420.0,756.0,184.0,89.0,11.0,9.0,1.0,1.0,1.0
WBGene00000409,0,24.0,28.0,110.0,500.0,500.0,500.0,500.0,500.0,500.0,5001.0,4983.0,3860.0,683.0,25.0,17.0,2.0,2.0,2.0,2.0,1.0,1.0
WBGene00000412,0,12.0,14.0,14.0,17.0,25.0,40.0,49.0,52.0,57.0,58.0,57.0,57.0,45.0,18.0,14.0,12.0,8.0,2.0,1.0,1.0,1.0
WBGene00000414,0,0.0,0.0,0.0,0.0,0.0,5.0,23.0,28.0,35.0,95.0,81.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000419,0,18.0,18.0,20.0,34.0,36.0,46.0,56.0,63.0,71.0,72.0,45.0,34.0,19.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
WBGene00000420,0,1.0,2.0,6.0,21.0,21.0,22.0,46.0,99.0,110.0,133.0,122.0,30.0,17.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
WBGene00000422,0,2.0,2.0,3.0,4.0,9.0,16.0,16.0,17.0,24.0,25.0,24.0,20.0,13.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
WBGene00000424,0,21.0,56.0,154.5,266.5,363.5,500.5,563.5,583.5,607.5,2320.5,2311.0,2258.5,1234.5,352.0,246.0,143.0,69.5,22.0,7.0,0.5,0.5
WBGene00000429,0,2.0,2.0,2.0,3.0,18.0,454.0,500.0,500.0,500.0,1380.0,1359.0,955.0,36.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
WBGene00000430,0,0.0,1.0,2.0,2.0,14.0,294.0,500.0,501.0,501.0,1459.0,1429.0,1140.0,63.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
WBGene00000432,0,0.0,0.0,0.0,0.0,0.0,100.0,501.0,504.0,505.0,1437.0,1391.0,1157.0,73.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000433,0,1.0,1.0,1.0,2.0,100.0,333.0,500.0,507.0,508.0,1326.0,1297.0,639.0,25.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
WBGene00000435,0,1.0,1.0,16.0,16.0,89.0,326.0,468.0,500.0,501.0,1389.0,1341.0,436.0,24.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0
WBGene00000437,0,0.0,1.0,1.0,1.0,29.0,416.0,500.0,500.0,500.0,1278.0,1256.0,953.0,80.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
WBGene00000438,0,1.0,13.0,21.0,62.0,82.0,136.0,240.0,517.0,630.0,1035.0,988.0,387.0,137.0,17.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0
WBGene00000439,0,0.0,1.0,1.0,15.0,15.0,326.0,500.0,500.0,500.0,1440.0,1395.0,955.0,56.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
WBGene00000440,0,1.0,1.0,2.0,10.0,142.0,358.0,504.0,505.0,505.0,1431.0,1393.0,858.0,47.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
WBGene00000443,0,16.0,20.0,21.0,21.0,22.0,23.0,85.0,150.0,263.0,311.0,279.0,49.0,21.0,21.0,20.0,8.0,2.0,1.0,1.0,1.0,0.0
WBGene00000444,0,0.0,0.0,0.0,14.0,19.0,42.0,47.0,60.0,82.0,84.0,80.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000446,0,1.0,1.0,1.0,1.0,1.0,44.0,395.0,500.0,502.0,1278.0,1236.0,329.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
WBGene00000447,0,1.0,1.0,1.0,10.0,67.0,278.0,500.0,501.0,501.0,1249.0,1222.0,539.0,20.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
WBGene00000450,0,1.0,1.0,1.0,3.0,24.0,344.0,500.0,500.0,500.0,1341.0,1317.0,969.0,31.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
WBGene00000452,0,1.0,1.0,2.0,12.0,15.0,500.0,500.0,500.0,500.0,1368.0,1341.0,736.0,38.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0
WBGene00000454,0,1.0,2.0,32.0,37.0,39.0,41.0,41.0,43.0,79.0,130.0,128.0,60.0,35.0,27.0,7.0,2.0,1.0,1.0,0.0,0.0,0.0
WBGene00000455,0,1.0,1.0,14.0,36.0,38.0,40.0,41.0,42.0,52.0,117.0,102.0,49.0,36.0,20.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0
WBGene00000457,0,0.0,2.0,2.0,2.0,4.0,225.0,330.0,396.0,501.0,997.0,969.0,479.0,15.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
WBGene00000458,0,1.0,2.0,2.0,4.0,30.0,301.0,362.0,504.0,506.0,1241.0,1203.0,465.0,19.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
WBGene00000461,0,1.0,2.0,15.0,21.0,22.0,23.0,36.0,90.0,179.0,233.0,204.0,44.0,21.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
WBGene00000462,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,82.0,71.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00000463,0,0.0,1.0,1.0,1.5,45.0,191.5,427.0,500.0,500.0,1257.0,1243.0,667.5,36.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
WBGene00000468,0,1.0,1.0,15.0,41.0,866.0,2883.0,3077.0,3183.0,3306.0,4112.0,3985.0,3576.0,2758.0,2045.0,1640.0,1385.0,1142.0,908.0,650.0,423.0,338.0
WBGene00000469,0,0.0,0.0,1.0,1.0,2.0,33.0,42.0,49.0,63.0,69.0,68.0,54.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
WBGene00000472,0,1.0,2.0,2.0,18.0,25.0,45.0,250.0,393.0,401.0,1003.0,1002.0,998.0,483.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
WBGene00000473,0,4.0,4.0,4.0,7.0,23.0,45.0,212.0,500.0,501.0,968.0,967.0,961.0,16.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0
WBGene00000474,0,4.0,4.0,4.0,7.0,20.0,56.0,242.0,500.0,500.0,961.0,960.0,949.0,17.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0
WBGene00000475,0,0.0,1.0,1.0,6.0,20.0,25.0,56.0,204.0,498.0,659.0,658.0,654.0,10.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
WBGene00000476,0,2.0,2.0,12.0,12.0,14.0,29.0,53.0,61.0,85.0,96.0,28.0,15.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
WBGene00000477,0,41.0,119.0,304.0,376.0,531.0,594.0,674.0,742.0,790.0,5001.0,4996.0,4809.0,764.0,12.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
WBGene00000480,0,1.0,1.0,14.0,46.0,59.0,69.0,70.0,82.0,126.0,176.0,175.0,110.0,16.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000482,0,234.0,268.0,506.0,507.0,508.0,508.0,510.0,514.0,519.0,1993.0,1524.0,1090.0,22.0,8.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0
WBGene00000484,0,16.0,17.0,17.0,18.0,19.0,35.0,125.0,312.0,666.0,618.0,545.0,210.0,66.0,29.0,7.0,2.0,2.0,2.0,2.0,2.0,1.0
WBGene00000485,0,283.0,305.0,329.0,367.0,392.0,423.0,434.0,452.0,478.0,327.0,272.0,227.0,123.0,14.0,6.0,2.0,2.0,2.0,2.0,2.0,1.0
WBGene00000490,0,16.0,18.0,22.0,24.0,24.0,25.0,26.0,26.0,30.0,37.0,29.0,23.0,18.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0
WBGene00000492,0,3.5,6.5,16.0,23.0,26.5,27.5,29.0,30.0,31.5,32.5,31.5,28.0,24.5,11.0,1.5,1.0,1.0,1.0,0.5,0.0,0.0
WBGene00000493,0,2.0,2.0,11.0,13.0,15.0,17.0,17.0,29.0,36.0,49.0,30.0,17.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
